"Fecha Retiro","Iniciativa","Cod. Serial","Vintage Inicial","Vintage Final","Año absorción","Cod. Seriales Entregados","Destinación","Usuario Final","Nit Usuario Final","Sujeto Pasivo","Nit Sujeto Pasivo","TCO2e Entregadas"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-114029-114039","Compensacion voluntaria","TANQUES DEL NORDESTE S A","800092024-2","TANQUES DEL NORDESTE S A","800092024-2","11"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113997-114028","Compensacion voluntaria","URBACOLOMBIA SAS ","900575130-1","URBACOLOMBIA SAS ","900575130-1","32"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113982-113996","Compensacion voluntaria","HABITARE ESPACIOS SAS","901532589-7","HABITARE ESPACIOS SAS","901532589-7","15"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113980-113981","Compensacion voluntaria","FINANCIAL Y REAL STATE MARKETING SA","900422805-8","FINANCIAL Y REAL STATE MARKETING SA","900422805-8","2"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113927-113979","Compensacion voluntaria","DURCOL CONSTRUCCIONES SAS","900498154-8","DURCOL CONSTRUCCIONES SAS","900498154-8","53"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113924-113926","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","3"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113910-113923","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","14"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113908-113909","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","2"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113902-113907","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","6"
"28/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113821-113901","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","81"
"27/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-113746-113820","Compensacion voluntaria","SISTEMAS DE INFORMACION GEOGRAFICA DE LATINO AMERICA","900641409-3","SISTEMAS DE INFORMACION GEOGRAFICA DE LATINO AMERICA","900641409-3","75"
"26/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-111032-113745","Impuesto al Carbono","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","2714"
"26/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-109972-111031","Compensacion voluntaria","SIKA COLOMBIA S.A.S.","860000896-2","SIKA COLOMBIA S.A.S.","860000896-2","1060"
"26/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-109711-109971","Compensacion voluntaria","TUSCANY SOUTH AMERICA LTD. SUCURSAL COLOMBIA","900279810-2","TUSCANY SOUTH AMERICA LTD. SUCURSAL COLOMBIA","900279810-2","261"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2016","5/12/2008","6/17/2022","2016","Colcx-14-0011-2016-14124-14183","Compensacion voluntaria","QUIMICA COMERCIAL ANDINA S.A.S","860039444-6","QUIMICA COMERCIAL ANDINA S.A.S","860039444-6","60"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-21237-21259","Compensacion voluntaria","SOCIEDAD SALESIANA - INSPECTORIA DE BOGOTA","860008010-0","SOCIEDAD SALESIANA - INSPECTORIA DE BOGOTA","860008010-0","23"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-21191-21236","Compensacion voluntaria","SYRUS QCA S.A.S.","900903717-2","SYRUS QCA S.A.S.","900903717-2","46"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-21188-21190","Compensacion voluntaria","ADECCO SERVICIOS COLOMBIA S.A.","830050228-7","ADECCO SERVICIOS COLOMBIA S.A.","830050228-7","3"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-21090-21187","Compensacion voluntaria","EMPAQUES & CARTONES S.A.S.","860518543-2","EMPAQUES & CARTONES S.A.S.","860518543-2","98"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-20970-21089","Compensacion voluntaria","SOCIEDAD TELEVISION DE ANTIOQUIA LIMITADA","890937233-0","SOCIEDAD TELEVISION DE ANTIOQUIA LIMITADA","890937233-0","120"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-20873-20969","Compensacion voluntaria","CAS COLOMBO AMERICAN SCHOOL S.A.S","830013819-2","CAS COLOMBO AMERICAN SCHOOL S.A.S","830013819-2","97"
"22/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-20353-20872","Compensacion voluntaria","O-TEK CENTRAL S.A.S.","900839078","O-TEK CENTRAL S.A.S.","900839078","520"
"21/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-109345-109710","Impuesto al Carbono","OPPERAR COLOMBIA S.A.S.","900743592-1","PRIMAX COLOMBIA SA","860002554-8","366"
"20/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-109163-109344","Compensacion voluntaria","JOYCO SAS BIC","860067561-9","JOYCO SAS BIC","860067561-9","182"
"18/12/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2020","1/1/2018","6/30/2022","2020","COLCX-14-0022-2020-199634-250788","Impuesto al Carbono","ZEUSS SAS","811043174-1","ZEUSS SAS","811043174-1","51155"
"14/12/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-33013-36154","Impuesto al Carbono","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","3142"
"14/12/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-32557-33012","Impuesto al Carbono","GBUSES","900358864-9","CHEVRON PETROLEUM COMPANY","860005223-9","456"
"14/12/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-31594-32556","Impuesto al Carbono","GMOVIL SAS","900364704-3","CHEVRON PETROLEUM COMPANY","860005223-9","963"
"13/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2022","5/12/2008","6/17/2022","2022","COLCX-14-0011-2022-50989-50994","Compensacion voluntaria","COMERCIALIZADORA PLASTIMETALES SAS","900465344-9","COMERCIALIZADORA PLASTIMETALES SAS","900465344-9","6"
"13/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2022","5/12/2008","6/17/2022","2022","COLCX-14-0011-2022-50988-50988","Compensacion voluntaria","FUNDACION GIMNASIO  CAMPESTRE","860043106-7","FUNDACION GIMNASIO  CAMPESTRE","860043106-7","1"
"13/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2022","5/12/2008","6/17/2022","2022","COLCX-14-0011-2022-50987-50987","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","1"
"12/12/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2020","1/1/2018","6/30/2022","2020","COLCX-14-0022-2020-043634-199633","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","156000"
"12/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-109135-109162","Compensacion voluntaria","NUTRITEC SA","805006833-6","NUTRITEC SA","805006833-6","28"
"11/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108932-109134","Impuesto al Carbono","COLTUGS SAS","900485260-4","PRIMAX COLOMBIA SA","860002554-8","203"
"11/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108775-108931","Impuesto al Carbono","BIMBO DE COLOMBIA S.A.","830002366-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","157"
"11/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-20193-20352","Compensacion voluntaria","COPOWER LIMITADA","804011804-9","COPOWER LIMITADA","804011804-9","160"
"11/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-83554-83781","Impuesto al Carbono","GEOPARK COLOMBIA SAS","900493698-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","228"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108700-108774","Impuesto al Carbono","HELISTAR SAS","811020344-6","PRIMAX COLOMBIA SA","860002554-8","75"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108648-108699","Impuesto al Carbono","HELISTAR SAS","811020344-6","CHEVRON PETROLEUM COMPANY","860005223-9","52"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108618-108647","Impuesto al Carbono","HELISTAR SAS","811020344-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","30"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108616-108617","Impuesto al Carbono","HELISTAR SAS","811020344-6","CHEVRON PETROLEUM COMPANY","860005223-9","2"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108442-108615","Impuesto al Carbono","HELISTAR SAS","811020344-6","CHEVRON PETROLEUM COMPANY","860005223-9","174"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108298-108441","Impuesto al Carbono","EQUIRENT VEHICULOS Y MAQUINARIA","901253015-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","144"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108294-108297","Impuesto al Carbono","EQUIRENT BLINDADOS","900248356-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","4"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108107-108293","Impuesto al Carbono","EQUIRENT SA","800204462-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","187"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-108046-108106","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","61"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-107967-108045","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","79"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-107622-107966","Impuesto al Carbono","CEMEX TRANSPORTES DE COLOMBIA SA","830078000-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","345"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-106544-107621","Impuesto al Carbono","CEMEX COLOMBIA SA","860002523-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","1078"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-106488-106543","Impuesto al Carbono","NOVAVENTA S.A.S","811025289-1","PRIMAX COLOMBIA SA","860002554-8","56"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-106394-106487","Impuesto al Carbono","COMERCIAL NUTRESA S.A.S.","900341086-0","PRIMAX COLOMBIA SA","860002554-8","94"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-106130-106393","Impuesto al Carbono","HIDROCASANARE S.A.S ","900682561-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","264"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-105623-106129","Impuesto al Carbono","INGENIO CARMELITA","891900196-1","PRIMAX COLOMBIA SA","860002554-8","507"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-104984-105622","Impuesto al Carbono","RIMORCHIATORI RIUNITI COLOMBIA S.A.S","900142908-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","639"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-104730-104983","Impuesto al Carbono","PAVIMENTOS COLOMBIA","860024586-8","PETROBRAS COLOMBIA COMBUSTIBLES SA","900047822-5","254"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-104658-104729","Impuesto al Carbono","LOGÍSTICA, TRANSPORTE  Y  SERVICIOS Y ASOCIADOS","900743223-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","72"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-104598-104657","Impuesto al Carbono","LOGÍSTICA, TRANSPORTE  Y  SERVICIOS Y ASOCIADOS","900743223-9","PRIMAX COLOMBIA SA","860002554-8","60"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-104291-104597","Impuesto al Carbono","INVERSIONES GLP SAS ESP","900335279-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","307"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-102949-104290","Impuesto al Carbono","INGENIO PROVIDENCIA  S.A","891300238-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","1342"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-101381-102948","Impuesto al Carbono","INGENIO DEL CAUCA  S.A.S","891300237-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1568"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-101331-101380","Impuesto al Carbono","IMBOCAR SAS","	800185379-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","50"
"07/12/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-101221-101330","Impuesto al Carbono","ALIMENTOS CÁRNICOS S.A.S.","890304130-4","PRIMAX COLOMBIA SA","860002554-8","110"
"07/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-83517-83553","Compensacion voluntaria","RH SAS ESP","805007083-3","RH SAS ESP","805007083-3","37"
"04/12/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-20088-20192","Compensacion voluntaria","FERROCORTES G.M. Y CIA SOCIEDAD POR ACCIONES SIMPLIFICADA","890936354-9","FERROCORTES G.M. Y CIA SOCIEDAD POR ACCIONES SIMPLIFICADA","890936354-9","105"
"30/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-101063-101220","Compensacion voluntaria","SERVICIOS PETROLEROS DE LOS LLANOS S.A.S.","900272239-4","SERVICIOS PETROLEROS DE LOS LLANOS S.A.S.","900272239-4","158"
"30/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-20063-20087","Compensacion voluntaria","VEHICULOS DE CALDAS SA  VEHICALDAS SA","800129263-8","VEHICULOS DE CALDAS SA  VEHICALDAS SA","800129263-8","25"
"30/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-17850-20062","Compensacion voluntaria","SOCIEDAD COLOMBIANA DE SERVICIOS PORTUARIOS S.A. SERVIPORT S.A.","890405769-3","SOCIEDAD COLOMBIANA DE SERVICIOS PORTUARIOS S.A. SERVIPORT S.A.","890405769-3","2213"
"30/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-16290-17849","Compensacion voluntaria","NUVANT SAS","890906119-6","NUVANT SAS","890906119-6","1560"
"23/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-83467-83516","Compensacion voluntaria","WEATHERFORD COLOMBIA LIMITED","800230209-0","WEATHERFORD COLOMBIA LIMITED","800230209-0","50"
"23/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-101058-101062","Compensacion voluntaria","SUPERCENTRO TULUA LA 14","821000915-2","SUPERCENTRO TULUA LA 14","821000915-2","5"
"22/11/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2020","1/1/2018","6/30/2022","2020","COLCX-14-0022-2020-00001-43633","Impuesto al Carbono","ZEUSS SAS","811043174-1","ZEUSS SAS","811043174-1","43633"
"22/11/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2019","1/1/2018","6/30/2022","2019","COLCX-14-0022-2019-1101081-1109004","Impuesto al Carbono","ZEUSS SAS","811043174-1","ZEUSS SAS","811043174-1","7924"
"17/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-101043-101057","Compensacion voluntaria","SUPERCENTRO TULUA LA 14","821000915-2","SUPERCENTRO TULUA LA 14","821000915-2","15"
"17/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2016","5/12/2008","6/17/2022","2016","Colcx-14-0011-2016-14096-14123","Compensacion voluntaria","ASOCIACION COLOMBIANA DE MINERIA","900422795-2","ASOCIACION COLOMBIANA DE MINERIA","900422795-2","28"
"16/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-100962-101042","Compensacion voluntaria","YOKOMOTOR S.A","800041829-6","YOKOMOTOR S.A","800041829-6","81"
"15/11/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-29343-31593","Impuesto al Carbono","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","2251"
"14/11/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2019","1/1/2018","6/30/2022","2019","COLCX-14-0022-2019-0945081-1101080","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","156000"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-100918-100961","Impuesto al Carbono","TRANSPORTE  REFRIGERADO Y LIQUIDO  SAS","900571157-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","44"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-100573-100917","Impuesto al Carbono","CEMEX TRANSPORTES DE COLOMBIA SA","830078000-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","345"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-099985-100572","Impuesto al Carbono","CEMEX COLOMBIA SA","860002523-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","588"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-99936-99984","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","49"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-99873-99935","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","63"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-99814-99872","Impuesto al Carbono","NOVAVENTA S.A.S","811025289-1","PRIMAX COLOMBIA SA","860002554-8","59"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-99755-99813","Impuesto al Carbono","LOGÍSTICA, TRANSPORTE  Y  SERVICIOS Y ASOCIADOS","900743223-9","PRIMAX COLOMBIA SA","860002554-8","59"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-99435-99754","Impuesto al Carbono","INVERSIONES GLP SAS ESP","900335279-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","320"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-98274-99434","Impuesto al Carbono","INGENIO PROVIDENCIA  S.A","891300238-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","1161"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-96806-98273","Impuesto al Carbono","INGENIO DEL CAUCA  S.A.S","891300237-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1468"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95775-96805","Impuesto al Carbono","INGENIO CARMELITA","891900196-1","PRIMAX COLOMBIA SA","860002554-8","1031"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95725-95774","Impuesto al Carbono","IMBOCAR SAS","	800185379-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","50"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95461-95724","Impuesto al Carbono","HIDROCASANARE S.A.S ","900682561-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","264"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95388-95460","Impuesto al Carbono","HELISTAR SAS","811020344-6","PRIMAX COLOMBIA SA","860002554-8","73"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95337-95387","Impuesto al Carbono","HELISTAR SAS","811020344-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","51"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95286-95336","Impuesto al Carbono","HELISTAR SAS","811020344-6","CHEVRON PETROLEUM COMPANY","860005223-9","51"
