Fecha de retiro;Proyecto;Año;Cod. Vintage;Cod. COLCERs retirados;Propósito del retiro;Usuario final;Sujeto pasivo;COLCERs retirados
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29999-30005;Compensación voluntaria;830.512.347-9 - CONCREMOVIL S.A.S;830.512.347-9 - CONCREMOVIL S.A.S;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30006-30009;Compensación voluntaria;900.030.373-5 - INVERSORA  FURATENA S.A.S.;900.030.373-5 - INVERSORA  FURATENA S.A.S.;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30010-30016;Compensación voluntaria;900.558.342-4 - CONCREMACK SAS;900.558.342-4 - CONCREMACK SAS;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30017-30032;Compensación voluntaria;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;16
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30033-30036;Compensación voluntaria;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30037-30040;Compensación voluntaria;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30041-30047;Compensación voluntaria;900.558.342-4 - CONCREMACK SAS;900.558.342-4 - CONCREMACK SAS;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30048-30061;Compensación voluntaria;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;14
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30062-30065;Compensación voluntaria;901.263.898-3 - HBS CONCRETOS;901.263.898-3 - HBS CONCRETOS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30066-30069;Compensación voluntaria;900.030.373-5 - INVERSORA  FURATENA S.A.S.;900.030.373-5 - INVERSORA  FURATENA S.A.S.;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30070-30073;Compensación voluntaria;900.558.342-4 - CONCREMACK SAS;900.558.342-4 - CONCREMACK SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30074-30077;Compensación voluntaria;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30078-30081;Compensación voluntaria;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30082-30085;Compensación voluntaria;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30086-30088;Compensación voluntaria;901.460.762-5 - ARANJUEZ  INVERSIONES SAS;901.460.762-5 - ARANJUEZ  INVERSIONES SAS;3
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30089-30096;Compensación voluntaria;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;8
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30097-30099;Compensación voluntaria;900.617.448-1 - PREFABRICADOS  ANDINOS;900.617.448-1 - PREFABRICADOS  ANDINOS;3
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30100-30103;Compensación voluntaria;901.263.898-3 - HBS CONCRETOS;901.263.898-3 - HBS CONCRETOS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30104-30107;Compensación voluntaria;900.030.373-5 - INVERSORA  FURATENA S.A.S.;900.030.373-5 - INVERSORA  FURATENA S.A.S.;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30108-30111;Compensación voluntaria;900.558.342-4 - CONCREMACK SAS;900.558.342-4 - CONCREMACK SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30112-30118;Compensación voluntaria;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30119-30122;Compensación voluntaria;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30123-30126;Compensación voluntaria;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30127-30130;Compensación voluntaria;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30131-30140;Compensación voluntaria;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;10
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30141-30143;Compensación voluntaria;901.263.898-3 - HBS CONCRETOS;901.263.898-3 - HBS CONCRETOS;3
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30144-30151;Compensación voluntaria;900.030.373-5 - INVERSORA  FURATENA S.A.S.;900.030.373-5 - INVERSORA  FURATENA S.A.S.;8
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30152-30161;Compensación voluntaria;900.558.342-4 - CONCREMACK SAS;900.558.342-4 - CONCREMACK SAS;10
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30162-30165;Compensación voluntaria;901.120.495-5 - ISACONSTRUCCIONE S DEL SUR SAS;901.120.495-5 - ISACONSTRUCCIONE S DEL SUR SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30166-30169;Compensación voluntaria;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30170-30173;Compensación voluntaria;830.049.948-1 - GRAVAS Y  CONCRETOS S A;830.049.948-1 - GRAVAS Y  CONCRETOS S A;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30174-30180;Compensación voluntaria;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30181-30188;Compensación voluntaria;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;901.313.671-4 - INVERSIONES Y  CONSTRUCCIONES;8
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30189-30192;Compensación voluntaria;830.007.691-2 - SOLETANCHE  BACHY  COLOMBIA  S.A.S (Proyecto Estación Elevadora Canoas) ;830.007.691-2 - SOLETANCHE  BACHY  COLOMBIA  S.A.S (Proyecto Estación Elevadora Canoas) ;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30193-30199;Compensación voluntaria;900.030.373-5 - INVERSORA  FURATENA S.A.S.;900.030.373-5 - INVERSORA  FURATENA S.A.S.;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30200-30206;Compensación voluntaria;900.558.342-4 - CONCREMACK SAS;900.558.342-4 - CONCREMACK SAS;7
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30207-30212;Compensación voluntaria;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;6
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30213-30215;Compensación voluntaria;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;901.232.360-0 - CONCRETOS Y  AGREGADOS DEL  SUR SAS;3
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30216-30219;Compensación voluntaria;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;901.045.252-1 - CONCRETOS Y  RENTAL DE  MAQUINARIA;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30220-30223;Compensación voluntaria;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;830.139.876-4 - DISEÑOS Y  CONSTRUCCIONES DYCO  SAS;4
2023-12-27 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-30224-30229;Compensación voluntaria;901.460.762-5 - ARANJUEZ  INVERSIONES SAS;901.460.762-5 - ARANJUEZ  INVERSIONES SAS;6
2023-12-26 0:00:00;CARBONO IG FARMS;2021;COLCX-14-0003-2021;COLCX-14-0003-2021-0004-4132;Compensación voluntaria;891.301.594-8 - AVICOLA SANTA RITA SAS;891.301.594-8 - AVICOLA SANTA RITA SAS;4129
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28519-28565;Compensación voluntaria;800.210.871-1 - CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78;800.210.871-1 - CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78;47
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28566-28576;Compensación voluntaria;800.210.871-1 - CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78;800.210.871-1 - CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78;11
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28577-28578;Compensación voluntaria;830.129.068-7 - ALCO ARQUITECTOS SAS;830.129.068-7 - ALCO ARQUITECTOS SAS;2
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28579-28660;Compensación voluntaria;901.233.934-2 - CONSORCIO EE CANOAS;901.233.934-2 - CONSORCIO EE CANOAS;82
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28661-28675;Compensación voluntaria;900.498.154-8 - DURCOL CONSTRUCCIONES SAS;900.498.154-8 - DURCOL CONSTRUCCIONES SAS;15
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28676-28677;Compensación voluntaria;900.422.805-8 - FINANCIAL Y REAL STATE MARKETING SA;900.422.805-8 - FINANCIAL Y REAL STATE MARKETING SA;2
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28678-28685;Compensación voluntaria;901.532.589-7 - HABITARE ESPACIOS SAS;901.532.589-7 - HABITARE ESPACIOS SAS;8
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28686-28694;Compensación voluntaria;890.201.201-6 - OTACC SA;890.201.201-6 - OTACC SA;9
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28695-28726;Compensación voluntaria;900.575.130-1 - URBACOLOMBIA SAS ;900.575.130-1 - URBACOLOMBIA SAS ;32
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28727-28727;Compensación voluntaria;900.575.130-1 - URBACOLOMBIA SAS ;900.575.130-1 - URBACOLOMBIA SAS ;1
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28728-28744;Compensación voluntaria;800.092.024-2 - TANQUES DEL NORDESTE S A;800.092.024-2 - TANQUES DEL NORDESTE S A;17
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28745-28764;Compensación voluntaria;805.016.128-4 - CONSTRUCTORA  SOLANILLAS SAS;805.016.128-4 - CONSTRUCTORA  SOLANILLAS SAS;20
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28765-28849;Compensación voluntaria;805.016.128-4 - CONSTRUCTORA  SOLANILLAS SAS;805.016.128-4 - CONSTRUCTORA  SOLANILLAS SAS;85
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28850-28898;Compensación voluntaria;900.996.881-0 - SAN FELIPE  CONSTRUCCIONES SAS;900.996.881-0 - SAN FELIPE  CONSTRUCCIONES SAS;49
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28899-28899;Compensación voluntaria;860.043.106-7 - FUNDACION GIMNASIO  CAMPESTRE;860.043.106-7 - FUNDACION GIMNASIO  CAMPESTRE;1
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28900-28985;Compensación voluntaria;860.043.106-7 - FUNDACION GIMNASIO  CAMPESTRE;860.043.106-7 - FUNDACION GIMNASIO  CAMPESTRE;86
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28986-28996;Compensación voluntaria;901.628.316-7 - CONSORCIO OBRAS DE  CONTROL RIOFRIO;901.628.316-7 - CONSORCIO OBRAS DE  CONTROL RIOFRIO;11
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-28997-29034;Compensación voluntaria;900.294.710-7 - PARROQUIA JUAN PABLO  II;900.294.710-7 - PARROQUIA JUAN PABLO  II;38
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29035-29038;Compensación voluntaria;901.360.990-9 - DESARROLLOS  INMOBILIARIOS EL  CARMEN;901.360.990-9 - DESARROLLOS  INMOBILIARIOS EL  CARMEN;4
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29039-29072;Compensación voluntaria;900.069.348-1 - PEDRO C GOMEZ  CONSTRUCTORA  S.A.S;900.069.348-1 - PEDRO C GOMEZ  CONSTRUCTORA  S.A.S;34
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29073-29133;Compensación voluntaria;805.026.500-4 -  CONSORCIO  MORENO TAFURT SA;805.026.500-4 -  CONSORCIO  MORENO TAFURT SA;61
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29134-29141;Compensación voluntaria;900.518.605-5 - SERVICIOS Y  MONTAJES SOMOS  SAS;900.518.605-5 - SERVICIOS Y  MONTAJES SOMOS  SAS;8
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29142-29174;Compensación voluntaria;830.060.858-1 - AMBIENTTI  CONSTRUCTORA  INMOBILIARIA;830.060.858-1 - AMBIENTTI  CONSTRUCTORA  INMOBILIARIA;33
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29175-29178;Compensación voluntaria;901.619.831-0 - CONSORCIO  POWERCHINA  SOLAR 2022;901.619.831-0 - CONSORCIO  POWERCHINA  SOLAR 2022;4
2023-12-26 0:00:00;Proyecto Forestal CO2Cero Caribe;2017;COLCX-14-0006-2017;COLCX-14-0006-2017-29179-29208;Compensación voluntaria;901.665.130-1 - CONSORCIO PTAR  ZARZAL 2022;901.665.130-1 - CONSORCIO PTAR  ZARZAL 2022;30
2023-12-26 0:00:00;CARBONO IG FARMS;2021;COLCX-14-0003-2021;COLCX-14-0003-2021-4133-9574;Compensación voluntaria;900.388.839-2 - HADA INTERNATIONAL S.A;900.388.839-2 - HADA INTERNATIONAL S.A;5442
2023-12-21 0:00:00;CARBONO IG FARMS;2021;COLCX-14-0003-2021;COLCX-14-0003-2021-1-3;Compensación voluntaria;800.252.568-4 - KAMATI LTDA BIC;800.252.568-4 - KAMATI LTDA BIC;3
2023-12-19 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-27321-29238;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;1918
2023-12-19 0:00:00;CARBONO IG FARMS;2020;COLCX-14-0003-2020;COLCX-14-0003-2020-00322-17318;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;16997
2023-12-13 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-25807-26414;Impuesto al Carbono;860.009.808-5 - HOLCIM COLOMBIA S A;860.002.554-8 - PRIMAX COLOMBIA SA;608
2023-12-13 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-26415-26862;Compensación voluntaria;890.981.947-7 - Corporación Club Campestre;890.981.947-7 - Corporación Club Campestre;448
2023-12-13 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-26863-27320;Compensación voluntaria;890.981.947-7 - Corporación Club Campestre;890.981.947-7 - Corporación Club Campestre;458
2023-12-12 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-25645-25806;Compensación voluntaria;815.001.629-3 - AGUAS DE BUGA S.A. E.S.P;815.001.629-3 - AGUAS DE BUGA S.A. E.S.P;162
2023-12-11 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-25642-25644;Compensación voluntaria;900.182.969-9 - EMILIO GIL Y CIA SAS;900.182.969-9 - EMILIO GIL Y CIA SAS;3
2023-12-11 0:00:00;CARBONO IG FARMS;2020;COLCX-14-0003-2020;COLCX-14-0003-2020-001-321;Compensación voluntaria;890.305.881-1 - UNIVERSIDAD AUTONOMA DE OCCIDENTE;890.305.881-1 - UNIVERSIDAD AUTONOMA DE OCCIDENTE;321
2023-12-11 0:00:00;Proyecto Forestal CO2Cero Caribe;2015;COLCX-14-0006-2015;COLCX-14-0006-2015-24162-24638;Compensación voluntaria;860.078.643-1 - POLITECNICO GRANCOLOMBIANO;860.078.643-1 - POLITECNICO GRANCOLOMBIANO;477
2023-12-07 0:00:00;Orinoquia Asociativo;2020;COLCX-14-0026-2020;COLCX-14-0026-2020-3593-4587;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;995
2023-12-05 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-5850-6349;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;500
2023-12-05 0:00:00;Orinoquia Asociativo;2020;COLCX-14-0026-2020;COLCX-14-0026-2020-2427-3592;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1166
2023-12-01 0:00:00;Proyecto Forestal CO2Cero Caribe;2016;COLCX-14-0006-2016;COLCX-14-0006-2016-29183-30603;Compensación voluntaria;860.062.187-4 - SUPERINTENDENCIA NACIONAL DE SALUD;860.062.187-4 - SUPERINTENDENCIA NACIONAL DE SALUD;1421
2023-12-01 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-25614-25625;Compensación voluntaria;800.252.568-4 - KAMATI LTDA BIC;800.252.568-4 - KAMATI LTDA BIC;12
2023-12-01 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-25626-25641;Compensación voluntaria;900.182.969-9 - EMILIO GIL Y CIA SAS;900.182.969-9 - EMILIO GIL Y CIA SAS;16
2023-11-30 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-24796-24830;Compensación voluntaria;804.008.668-2 - CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES;804.008.668-2 - CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES;35
2023-11-30 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-24831-24904;Compensación voluntaria;804.008.668-2 - CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES;804.008.668-2 - CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES;74
2023-11-30 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-24905-24951;Compensación voluntaria;804.008.668-2 - CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES;804.008.668-2 - CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES;47
2023-11-30 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-24952-25613;Compensación voluntaria;900.896.300-4 - TUBOSA SAS;900.896.300-4 - TUBOSA SAS;662
2023-11-23 0:00:00;CARBONO IG FARMS;2019;COLCX-14-0003-2019;COLCX-14-0003-2019-24176-24795;Compensación voluntaria;900.871.368-6 - CONCESIONARIA RUTA DEL CACAO SAS;900.871.368-6 - CONCESIONARIA RUTA DEL CACAO SAS;620
2023-11-22 0:00:00;Proyecto Forestal CO2Cero Caribe;2020;COLCX-14-0006-2020;COLCX-14-0006-2020-0001-6657;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;6657
2023-11-14 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-1176-1226;Compensación voluntaria;800.044.402-9 - INVERSIONES MEDICAS DE ANTIOQUIA S.A.;800.044.402-9 - INVERSIONES MEDICAS DE ANTIOQUIA S.A.;51
2023-11-09 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-5060-5615;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;556
2023-11-09 0:00:00;Orinoquia Asociativo;2020;COLCX-14-0026-2020;COLCX-14-0026-2020-001-676;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;676
2023-11-09 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-5616-5849;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;234
2023-11-09 0:00:00;Orinoquia Asociativo;2020;COLCX-14-0026-2020;COLCX-14-0026-2020-0677-2426;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1750
2023-11-09 0:00:00;Carbono La Tabaca - AGI;2020;COLCX-14-0020-2020;COLCX-14-0020-2020-1170-1201;Compensación voluntaria;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;32
2023-10-30 0:00:00;Carbono La Tabaca - AGI;2021;COLCX-14-0020-2021;COLCX-14-0020-2021-001-200;Compensación voluntaria;800.226.833-1 - RAMPINT S.A.S.;800.226.833-1 - RAMPINT S.A.S.;200
2023-10-30 0:00:00;Carbono La Tabaca - AGI;2021;COLCX-14-0020-2021;COLCX-14-0020-2021-201-300;Compensación voluntaria;901.270.393-5 - UT MANTENIMIENTO ESTATICO VRO;901.270.393-5 - UT MANTENIMIENTO ESTATICO VRO;100
2023-10-25 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-1156-1175;Compensación voluntaria;830.010.738-0 - C.I SUNSHINE BOUQUET S.A.S;830.010.738-0 - C.I SUNSHINE BOUQUET S.A.S;20
2023-10-24 0:00:00;Carbono La Tabaca - AGI;2020;COLCX-14-0020-2020;COLCX-14-0020-2020-0637-1169;Compensación voluntaria;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;533
